Plaintext,Ciphertext,Predicted Plaintext
g in typ,beba8eeb76f27fbd,R  eeirP
ological,41bffbd5a9b1753f,o  hiinn
ly diver,b2418584966dfa3d, oo Onte
se langu,2ea25ebadd252d5c,onf tree
ages Tra,9296182793e22180,t rerer 
nsaction,42419f77cb486caa,uheddia 
s of the,bd8776081a280749,0  hcten
 Associa,8981bd9afede227e,l apmaut
tion for,a19c745df224487f,kur  iio
 Computa,2d57267ff26dd614,uhnnos s
tional L,b7c1ceaab1120bdb,t   eLoo
inguisti,6af7ad6de3a2de48,oh t lfr
cs 8 202,d5e5d892bd0100e2,o tca i 
0 454470,d55a836c89143db9,saapralo
 29 394 ,634f529e8fda77d9,r posu t
T Scialo,e2fb8fc249ba3a24,  ns  me
m PA Dra,7eb7b147bfc21532, ierd  y
y S Lamp,58fc3190399471ae,liz  e  
rier B P,13ee0a7ad66fcf39,  oae  o
iwowarsk,7622c98d059360ad, r ii  Q
i J Stai,6feeb42451c9fe8c,ooo  pur
ano Mlsu,9aaa4e66b84e2edf, aiuaeaa
m The mu,f29f81926a5fdb1a,r iud2A6
ltilingu,dc5f85d83cb9bfdc,es iuurm
al summa,82d542c8f1fa4cf1,dtte oss
rization,21d1b2d72b3d9b2a,Airdat s
 corpus ,d9ff4d506ab6e402,one i ws
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2004,f40e801fbbf622c0,erdi s h
14900 20,933ac7e991d366d2,co i arr
20 29 39,46a42d86756d5263,etrrhckE
5 S Lin ,291b846da4660325,  rrsspe
J Hilton,7e694217bd8b114d,a lmme r
 O Evans,e21467681bf96868,n r  soo
 Truthfu,93a7db629c866424,f0yr eee
lqa Meas,f65cd67b1dffa64c,o eoooor
uring ho,3a38ec20432cac13,nctooser
w models,a32c1855c3246c28,EthhesMu
 mimic h,cfa4340c4d69952b,lernu tt
uman fal,c1aa3380cba74113,ief tthe
sehoods ,23f6219ca961f8de,t0lnni e
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2109,fe988c46c621c35b,s vnncla
07958 20,c6f05da434741955,ultcon u
21 29 39,d1109426f26ed5a2,ammaoain
6 I Auge,2761d825ddeb09af, eneieen
nstein C,20c7f616d2acbec3,eooorho 
 Lioma D,2cb8ce8b5b2de816,b  e  te
 Wang L ,0a93071eee8ad0ab, ceU5all
C Lima C,c64aa6b56c32c326,  se  at
 Hansen ,14bd101fedd9b306,rt neaso
C Hansen,af45d32662d0a170,  uu   t
 J G Sim,cc496d271d3ed6b9,nn enaru
onsen Mu,cb6c906f2d0c9d47,aarrira 
ltifc A ,db32471349b9662f, eurrrrs
realworl,c4a8a740fbde22c0,sskdet  
d multid,d96b03dc202a858f,see   nl
omain da,932cdd344d193167, n eutts
taset fo,c869f327b770bafa,8le cc t
r eviden,4f147917a769d586,ybj   r3
cebased ,05c16799f9dd2982, ovaat p
fact che,620bd27847310368,oRfAthou
cking of,5c2b19b21900b0c9, atttoor
 claims ,aa29da9e837705a9,  rlttao
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv1909,ec4b0db65e531a8b,tuenK  t
03242 20,871826050c4f085b,   ancpe
19 29 39,53f1e34db06e79d7,ie lo lt
7 J Thor,cbc4822d8e88db44, orien i
ne A Vla,678a5251504f2eba,  aontoo
chos C C,3688609a2879140f,nuunta 2
hristodo,0336fb2824c0d006,lrenn Wo
ulopoulo,4bf570fb41d862aa,3lo rres
s A Mitt,ade6af23a8cbc536,esng aae
al Fever,578708d123f31dc5, ts  aon
 a large,f2cd9cc83f7804fe,ansencrs
scale da,ea81c009cd794b20, rrrespe
taset fo,c869f327b770bafa,8le cc t
r fact e,344c6150a51c3ce1,tredwfft
xtractio,e2ed315058b59853,ogitnaBa
n and ve,740c265717eecca3,urebse  
rificati,0c575d8a203fad56, nn i on
on arXiv,0c8c45f99d7bd619,on arXiv
 preprin,9d9dcda46c1eba4e, preprin
t arXiv1,7adb48d784c83299,t arXiv1
80305355,71d3bcd4f7da4ec6,fssllatt
 2018 29,b6e26e6de703d544,se srong
 398 I M,b2dc386a0b968eda,tp otae 
ollas Z ,fccddd46defd41ad, toront 
Chrysopo,a66e2afc0900ccf9,eatseeel
ulou S K,173bcea46cdca4b5,rded trr
arlos G ,3b4094a3b3d6cef6,tm    e 
Tsoumaka,866122b466c7c404, aYe s t
s Ethos ,1d4abd3e10488312,2    dns
an onlin,b96be5ac9ca9202e,tkd  eee
e hate s,a6c4fb8be1a7e4df, aaaiou 
peech de,6416179b7890efd4, ecsiine
tection ,32cb334e7a37c3d0,n t thii
dataset ,0e731acec13292a3,T at    
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2006,89afcd417de5c4b1,iee a oa
08328 20,af8b923b69c73947, trnee  
20 29 31,0283e6a3a38f588d,oadreren
 399 M N,88b5fe5c5daf7835,ctsieniv
adeem A ,73c338ce3ef697a6, oeedt  
Bethke S,bd2bb6e5ba939392,uto    O
 Reddy S,4ab5cec79a5534d7,benn too
tereoset,d284cdebd6ab0b2b,d  rr  a
 Measuri,2e40620f693accc5,5s  pee 
ng stere,14e97b32b994f0d9,tttooano
otypical,9e47465b36545097,  ooett 
 bias in,11734cfc001111e3,mneiette
 pretrai,fe53eadedd71f0c5,u anncoo
ned lang,827d4499bf3dbd69,neelrrIt
uage mod,313de243b6751bbd,meRa   i
els arXi,2be09513c4c4d143,n pimsna
v prepri,9bdee838839e566e,v prepri
nt arXiv,e80d846bb178a4ab,nt arXiv
20040945,14d44251796c82ca,t rdarra
6 2020 2,885ff45f4bd68884,arete e 
9 31 400,1139d953f5780fc1, I  2et 
 A Parri,d0704e340a510036,cc rges 
sh A Che,8ecd5b31c3168f63,hsteertt
n N Nang,e80e6c8bead10f91,ie aande
ia V  Pa,9b8d8d6936f4d657,ee an d 
dmakumar,884433ca14c6d7f3,olng tth
 J Phang,f2c2c24cbada4299,kbbinnnn
 J Thomp,14560ba8dccbe0ce,onii aot
 son P M,c9568586bb0f989c,d7ted o4
 Htut S ,2bda43e9701f4cf7,oopesea 
R Bowman,df7afd8285acb1fc,sask eea
 Bbq A h,10303631fe183d58, coo  ar
andbuilt,dc37eb38c41497bf, ren esh
 bias be,8341a631be9c8184,n pofs t
nchmark ,0fff96aeaecde327,on yoere
for ques,6de6af49a315cc6a,loa  cte
tion ans,349d2009d38cebdb,tion ans
wering a,e7d17558335c1f47,wering a
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv21100,2ac6542bcb5c93a0,hna soTv
8193 202,b3d50e3e8d3637c8, O nari 
1 29 401,34c2776a94af539b,r hen ta
 J Zhao ,aa4acf13d3d8db6f,ffeesuul
T Wang M,ff4838ca209acd5c,teni  ti
 Yatskar,fe3f3fe3e8003da3,teeihil 
 V  Ordo,3ddda9cb8583229b,in ue  b
nez KW C,2e4070518e11211e, t h  st
hang Gen,ec52bf505a315b6e,edevtien
der bias,cabf09cb69d4e009, ieeruuu
 in core,eb57dc282d2b220c,ii t ts 
ference ,99eefa216d9b2086,ference 
resoluti,6999434950f5f33a,eanng  a
on Evalu,c523bd5cfd9ab673, hr  0tt
ation an,ddeded1bbcd34320,nn  iels
d debias,a9c770d8b5f5000a,t     o 
ing meth,1b0631edaeb724e2,e on ts 
ods arXi,ed6bee91baf51db6,o k  tr 
v prepri,9bdee838839e566e,v prepri
nt arXiv,e80d846bb178a4ab,nt arXiv
18040687,7fc2919175d9278d,sdrraveh
6 2018 2,b92a534a41cc1416,3E  epew
9 402 N ,de24062f90af94b2,oef 255s
Nangia C,5fb7128683f55a5f,etIWui r
 Vania R,a2eb9b4c56bb92f3,atoone  
 Bhalera,b63942318a363283,n  Reena
o S R Bo,8cfb9edbaabb21e3,geihid m
wman Cro,170d6c0392278204,atreee b
wspairs ,b334bad8758690f5,g  m  S 
A chal l,55d7e62f39348ab4,tt  moll
enge dat,85a5aa92b2c880ce,onnayeH 
aset for,62d651ecc4f1ba7f,na Coonn
 measuri,cae4483ded0784dc, 8 tree 
ng socia,b22ba4816141e95e,i  rrero
l biases,861df6358a7f8400,eoeeils 
 in mask,081906e0ca93f4ff,fccaai7n
ed langu,947d1ab7dcc1bd70, nnt  se
age mode,301a3652171bb376,age mode
ls arXiv,cebba11e383316eb,y tUHert
 preprin,9d9dcda46c1eba4e, preprin
t arXiv2,415f599b3f0bde86,h Oaaede
01000133,b617b828d429cae9,ooisiaar
 2020 29,d38fc3bed97e6d3e,riii e o
 403 S G,819f5969c51ebe5a,2 e   pw
ehman S ,094ed1e89079aeab,o sied a
Gururang,973830a80d63a424, p 770eK
an M Sap,31a6adde93142bde,dsOnat  
 Y  Choi,ffdc40d4096eade5,everr iw
 N A Smi,66d2b6dd33a5400b,oes en v
th Realt,3bad26f4a7b39792,iriind h
oxic ity,499b8c18da0d5887,nr d el 
prompts ,11373e4ef7031081,rad e sT
Evaluati,7034180816430854,  twr h 
ng neura,550b9a1d676fa4ad,o ereaip
l toxic ,199e9a7148e4b03f,tnf el  
degenera,a76c0b9b3503c89e,   anok 
tion in ,c0efb339c1d34a39,tion in 
language,a64fe1dac55e2ee0,language
 models ,1b69f4454678db96, models 
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2009,c8dbbf156b9ae1cc,ua   aag
11462 20,01ef397983ba648d,a1  r y 
20 29 40,c25a5c1df14fc708, ihntael
4 D Bork,0dd027eb69d1df9e, w  ee p
an L Dix,c188990c2fc25a1b,3 toa   
on J Sor,ff7d62d4c5506558,neo kett
ensen N ,fcc82568a580956f,  ein Ao
Thain L ,4510519ee1ec9239,ettcllyy
Vasserma,7512f99c6cb54669,   2eeae
n Nuance,5e91d60ab923fc2f,o rcedss
d metric,c4560eb99cfd6428,oots nat
s for me,086e334a2342e99f, v Din p
asuring ,7fe9c3d06ffefb6f,rro  osh
unintend,3d456482ba0fd0d4,n RRvveu
ed bias ,b82aeb8a16e2c812,wa  w  t
with rea,489f7bbd2f72bb23,etti a r
l data f,52dd4e7e3868013b, n  sepc
or text ,1392c98553d5286e,te aae h
classifi,37a046a15bb8db5b,ovim h 3
ca tion ,d9407234289413f6,es thaif
in Compa,69ce14331bec08d6,nt  tt  
nion pro,4fd0490ab2070975,22    ss
ceedings,bc0eeba1128ab543,ceedings
 of the ,938fe6e4acd64d3e, of the 
2019 wor,914d8d7dab9fe22d,o  oiqoa
ld wide ,878f0ed106b30433,   n rue
web conf,74cf5236bcc164e7,d  ss3 m
er ence ,7ca0fa1fd47d37f9,ieu PPim
2019 pp ,45c5d3ffb6fd292a,ni onlou
491500 2,3f05647c60bc4b5e,unrrs ar
9 405 O ,e3084a661cf13dff,n aiiot 
Bojar R ,9ac83f94e9528135,eeaeoooo
Chatterj,6d1e3526f9c2bc66,riaa oer
ee C Fed,404fd8cccf69dc0a,ltne e  
ermann Y,ef78e1222cfd5fa5,isaahl n
  Graham,b4bc9f7cf8569358,i liof6o
 B Haddo,103cc7dbeb9cf84a,eweat  s
w M Huck,babd6bbcf8095c69,cy isr t
 A J Yep,3cde8c16ad1bbab1,oort n  
es P Koe,1f80170e6e6bbb51,erm    o
hn V  Lo,9355632d2c546b92,y1rve 11
gacheva ,f4f3a82bc3bceb77,8o  fig 
C Monz e,6adcc1c4fee39d23,ere  asd
t al Fin,f0d40fd27622a930,2ggssm9n
d ings o,3d141acc99a9916a,mit0wmwe
f the 20,12d01e6b12d72b7d,nlhto es
16 confe,8e74a1e362f9b022,iiunoo  
rence on,cf7e2beede985602,1 coda0 
 machine,21a258b32a879598, machine
 transla,9ad12eb32ce1846c, transla
tion in ,c0efb339c1d34a39,tion in 
Proceedi,70703cd1290a64e8,   aonpp
ngs of t,b345c9df9f579047,En  cAaa
he First,de116fe65e56b7de,ia t1 lu
 Confere,de5476253406cf43, Confere
nce on M,fa4df681f719f3ed,esigs oe
achine T,946a194968ffca6b,achine T
ranslati,32b53cbcc30fa3c5,ranslati
on V olu,3755395c172ffb93,e    cfc
me 2 Sha,059bd36ebf0bb394,evee tsw
red Task,6bd178f79ab2a094, s entan
 Papers ,e63c41df73ff1166, Papers 
2016 pp ,c2347627c4ce38ae, dwpin v
131198 2,fe13b47fe3fdef9f,in n  tm
9 406 B ,646b6c0487c93728,uirrn it
Loc B Ma,ea16a304ed38c27d,w mrpds 
gdalena ,1c1a8280274f29c4,e ne p t
B Ond re,2d957bdd27898961,tr dpftt
j F Chri,2d44f04e3602fd9c,ra grf  
stian G ,04b984f2e6494338,oond   n
Yvette G,8f2bf5d4e3ec70da,itn  mma
 Ro man ,84e145f0f6bcf31c,oass i  
H Barry ,665655059b5f9925,tn iaog 
H Matthi,fb4eca16a746fec7,et taare
as J Eri,1d8e98665398b111,h tlInp 
c K Tom ,7896487787577cda, lueleee
et al Fi,36e7ded6f9095d89,dd7ae tn
ndings o,d5bd1abd3f19088e,ta   rre
f the 20,12d01e6b12d72b7d,nlhto es
20 confe,8456b691d31bcadb, anfssZi
rence on,cf7e2beede985602,1 coda0 
 machine,21a258b32a879598, machine
 transla,9ad12eb32ce1846c, transla
tion wmt,ff8eb7f87a94889f,ge zwoce
20 in Pr,248be72c21177850,14aa la0
oceeding,e382cf4cb2b81761,ed oitat
s of the,bd8776081a280749,0  hcten
 Fifth C,a4bc0837e6711ace,to oel e
onferenc,a862b86f7959974c,onferenc
e on Mac,7259f3146c6305a7,eeea saa
hine Tra,53d43fc3c797b2f9,s ooelnc
nslation,4040006d89a46e6b,nslation
 Associa,8981bd9afede227e,l apmaut
tion for,a19c745df224487f,kur  iio
 Compu t,36215e1b72010951,o i  oop
ational ,ef8c604ef7d7a9b4,ational 
Linguist,44dc2ee0bac53375,rr  o e 
ics 2020,c15a8913fda57838,  fnhea 
 pp 155 ,c00e0f8a628ea434,l oprant
29 407 W,d2a44dbd59844ef9,nEoqoeea
 Li F Qi,5fb273b8d134e679,sln trrn
 M Sun X,443051a494212531, b    ao
 Yi J Zh,dd97cb687da14785,c r netr
ang Ccpm,9df97203ef865df8,     re 
 A chine,8ec0b9d50ba95c3b,iort e n
se class,a6ee323b7ea53dbb, iour te
ical poe,c06faebb7dd8a2a9,ht   d a
try matc,ebe491533949df37,tinad sr
hing dat,aef22137c26b334d,oabiavhn
aset arX,ee9fd42d1edfa8e8,siiarl z
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v2106019,55ae9f1b1309b3eb,ln  mess
79 2021 ,0e792e0ae76dee54, f  e7At
29 408 E,3871cce2fa4ebeeb, vn e pp
 Dinan S,8e0af785e34b9f7f,   od or
 Roller ,eb03c5a9eea05c49, 2nndlie
K Shuste,20d72286758470a2,eeeea n 
r A Fan ,12bf2d4514c2c9e6, ooadd  
M Auli J,34d3a8e8e000927d,rs u ere
 Weston ,c14d8d6f7048459b,les Sp r
Wizard o,d0b9648c74876fe3,oociiv a
f wikipe,ec8265dd2e42a8b8,t qtu i 
dia Know,5d2d72beb391d8ee,reee  at
ledgepow,da3cb7cc25fd2081,netin ct
ered con,d872825d667da1e5,ne ar ru
versatio,dba279c16850a193,  ttdrro
nal agen,4d88de4da52a36f2,nl laPhn
ts arXiv,2379ad0892547c5a,ts arXiv
 preprin,9d9dcda46c1eba4e, preprin
t arXiv1,7adb48d784c83299,t arXiv1
81101241,ce082cf70eb964bc,e     oo
 2018 29,b6e26e6de703d544,se srong
 409 H R,0c1c976277f3e6d7, e    o 
ashkin E,5892dc2eac1b825f,ttsfu p 
 M Smith,707fa0fae8043034, va osr 
 M Li Y ,b4e168b441f34705,onneissi
L Bourea,6eafa309863db929,n  e m o
u Toward,8ac36006f1ab0900,as s e  
s empath,f7d6922a5d387098,g  uirs 
etic ope,0675f2c25555780b,raad iin
ndomain ,79ef68ac6292444e,nndassvg
conversa,e812590477d3321b,h esdlon
tion mod,ab2003915377f0ed,tion mod
els A ne,c630a3285f4efe20,es cc w 
w benchm,189b18ab53b8419d,   rae X
ark and ,a7dae4c500642a14,opie n l
dataset ,0e731acec13292a3,T at    
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv1811,25d8b6d2d083d04d,nllr  hu
00207 20,7fcce2afeecde788,atindrtl
18 29 41,386253a5e0f4e667,55 cthe 
0 E Dina,6572e689e683a204, li ietr
n V  Log,e9df54b93ac1d9ff, eiot  o
acheva V,26662ae8083dc7c5, t iscoo
  Malykh,3c06e06aa9fde404, GoUewit
 A Mille,39a0f21928841ab3,ed  r  t
r K Shus,a9096866ca8c59e5,rip gree
ter J Ur,0b1597782e27d0a6,dssy   p
banek D ,6783392d7606f59b,oa1 nrui
Kiela A ,d0f0d1e296e0a1d1,e  ee  a
Szlam I ,9901501c39b8d67c,om nnw u
Serban R,8da13b940d87bd0b,es inuts
 Lowe et,bdddbe5c1858d56d,to  ooao
 al The ,ba42be7b5d76af02, enltene
second c,0ef2e7c265624f66, tiddga 
onversa ,0ea9acf48e1218ab,yaerttrh
tional i,50d66cb06ca51b2b,ue t ct 
ntellige,8d68937988318e97,  arr ui
nce chal,c24354d388602e9a,Leerteo2
lenge co,11c917937c593c24,reu w  e
nvai2 in,7f13e61787109674,aaili en
 The Neu,24e60e391f52ac7a,i l crrp
rIPS18 C,3a23e16562a8442f,3 iNa ss
ompeti t,dd0801f685476284,ao p    
ion From,9b1bb0c7793a085c,te nlt  
 Machine,79c6a98ed2d12ce2,hhe  n22
 Learnin,757b883de3128e1e, Learnin
g to Int,9ef1ce88a0a7a8f4,lr   oes
elligent,fb42fc810c1426a7,englbpcs
 Convers,d1d6d9e24d8b9ae7,fo ereet
ations S,83de787cfaa6333f,ttppIen 
pringer ,879795429f9cfe7b,   aanst
2020 pp ,eb7900b2100416a6,id   s  
187208 2,d6c8620d35fe9d9d,c tad sl
9 411 H ,5a9435c2516863fc, et oblg
Zhou C Z,447fbae5a5beb8c1,n  de ht
heng K H,fce3748f55e2be6e,t th   i
uang M H,b9a5ab78bdd24418,o    rrp
uang X Z,fdfd68f1ef756290,a0  yate
hu Kdcon,03983f81ab2346ba,y tu    
v A chin,2c4270bb8d7078a4,ntmdieat
ese mult,40913b882ad32f71,ewa ogrh
idomain ,205d27ed9b5e2e56,iann lon
dialogue,7e7e02d03e1bc1a1,e f trro
 dataset,02bf9536d1ae6a19,nnn  ins
 towards,7f0842f1c184a038,aaddib  
 multitu,b01f065b32665afe,yis hfvu
rn knowl,2bd410235e09801b,acu ii  
edgedriv,13f586c4ddc49965,pf  dPge
en conve,c09d762ac3cf67ea,yi cear 
rsation ,e432cec3f5cc600e,or in tf
arXiv pr,f6327596256fe9d8,arXiv pr
eprint a,839529000c47f9ca,eprint a
rXiv2004,f40e801fbbf622c0,erdi s h
04100 20,1ef62779984948ba,oubar  c
20 29 41,fb97b8d5049cf386,e  a   t
2 L CO I,dbb997dc7e9e4647,  c 9frr
flytek a,69dc6c1490c0f123,n   os a
 multipl,96e09b5389e0de67,  t  her
e catego,d10298152685776f,iamam I 
ries chi,6f1c748261cf8a06,f 2  pll
nese tex,7410748af8714fc7,oi2nsrsl
t classi,21026d966b35cac8,atte trz
fier com,b87ac9cdcd0b643e,eomrt a 
petition,dbd890e93de0c499,    X e2
 officia,450d5c588ab132d1, e opp o
l websit,c7bc5eebb2f9dc46,nstto1 0
e 2019 2,c21445207185335d,yte  arW
9 413 J ,c27b28c3068db1d6,aaov hap
Baumgart,80c680f22bd6d777,tdr  ark
ner S Za,0163eaf0ddfffc95,r  toarl
nnettou ,4546e3317996bad1,seinnc v
B Keegan,3558cd3a3cc975d8,tttui  t
 M Squir,624d732f92189991,ro  SAre
e J Blac,9ca8425ee5356719,gin eir0
kburn Th,6f4ae3bea682b84c,er cSuup
e pushsh,a2795c607add49ce,al oot 2
ift redd,ee674313e5eef4fa,ean  KiR
it datas,5daaf67108489b83,beu   i 
et in Pr,483ef6d778f622f2,oiddipee
oceeding,e382cf4cb2b81761,ed oitat
s of the,bd8776081a280749,0  hcten
 interna,3ccc4e9baf123433, n  rrrt
tional A,aded775c1ba47acb,ttr e de
AAI con ,cd506ecb5c5c8919,itosiin 
ference ,99eefa216d9b2086,ference 
on web a,7f1e27a478236f49,o itXr a
nd socia,7cdf629fff8f4f95,rn  pese
l media ,8f5d5b51476a7b8b,nt alt v
V ol 14 ,7ccffefefc83da2e, rmsptia
2020 pp ,eb7900b2100416a6,id   s  
830839 3,bf108c4cf9ead69d,e  n als
0414 A F,4b771695f5febb15,thiztitt
an Y  Je,e8ec5a2fcb19c002,hnnsdd  
rnite E ,0605c1f24dfbb374,a y yeor
Perez D ,b48074d594bdeb0b,nilthtf 
Grangier,1b90ed89f762e1c7,   JZos 
 J Westo,9c2c4142985b93bd, etzret 
n M Auli,a401191929257b8c,i uueeie
 Eli5 Lo,8d8781eaf7a5338a,nv  e e 
ng form ,af85fb07bd1b946a, ued sae
question,50a2a04f09dfa31a,n ioon a
 answeri,9f9dc278464e5d1e, s eerpr
ng arXiv,3b9cf2fb8b9077b3,ng arXiv
 preprin,9d9dcda46c1eba4e, preprin
t arXiv1,7adb48d784c83299,t arXiv1
90709190,c379f94dfa2a354a,iartt SC
 2019 31,d4d5959e7a38e6e5, a iprrn
 415 Y  ,cba31cefc4dc0a16,sst2e ri
Wang S M,57e649d447e9e93a,coccs  s
ishra P ,420d4a23c53f31f4,oy  edri
Alipoorm,a951a67617349f22,e  ftfke
olabashi,b947ae89dfa6401e,ee ounrf
 Y  Kord,832cf0c5c33ee7bb, ali ttt
i A Mirz,a3541b5fb2ead8a0,n   tdne
aei A Ar,7ed1b4b57e823501, poo dnn
unkumar ,a90f77954ec96a3a,teoossih
A Ashok ,d336622d0f0719a8,poxceett
A S Dhan,c21f7656810e7445,ii  e oi
asekaran,46ddc8595f49c20f,in vn le
 A Naik ,981cbc01ad13428f,aes   oe
D Stap e,b38d645b0c0f2290,ounnatr 
t al Ben,471ee9270587ebab,sk  o  2
chmarkin,af16cec3a3da94da, aee dli
g genera,65767599c8cd03cc, ng hn g
lization,1f2c51bc151f13cd,lization
 via inc,0aaaaf7366496b05, houee  
ontext i,d7f45f57eb5c8e7e,e   eees
nstructi,381da808a739ae41,ssv  eid
ons on 1,4380e10e8f335b5f,hsttheed
600 lan ,b5cc41e3f7153ace,cuta 1te
guage ta,bec77a0f7df3a39d,aioht T 
sks arXi,a634301f8adc469c,s ma  es
v prepri,9bdee838839e566e,v prepri
nt arXiv,e80d846bb178a4ab,nt arXiv
22040770,197eefb98ca39018,orn tee2
5 2022 3,335c6c84a3cd1c87,e es d  
1 416 T ,b72689bbb6fe0d9b,to  ne s
Xie C H ,8bcfaadaa44d290b,teietu u
Wu P Shi,468da31dd5b6d91c,Ueao  is
 R Zhong,a6e5056649487ab4,  o mpth
 T Schol,ea98af7001192d32,hts eaoh
ak M Yas,f004cd1a7e76fb62,Lx  l5eh
unaga CS,dbaa35cf2ab53d58, ndonnd 
 Wu M Zh,464141ec46e4242e,  aipe  
ong P Yi,f5dd91bcdc6c08ed,e sT    
n S I Wa,0983daa871001517,irnee tW
ng et al,fcf7e50087cc8317,ng et al
 Unified,3af2cc330eb91e39,mtiiv oo
skg Unif,8870c39850113071,ao  n   
ying and,87fcbd392ec4061e,fsft5  h
 multi t,05739523c500671a,  7nouor
asking s,85839b2723f17920,yieeief 
tructure,042670316dca981b,tructure
d knowle,a78a004cb6097069,eleigies
dge grou,ce2c7509a8904e80,  rr  p 
nding wi,61e90be86b09155d,aislezft
th textt,e0b775728d69eb9b,itde2s r
otext la,99910ca661bb3a19,hhhiiee 
nguage m,c6ca9a711e1ff0f5,nguage m
od els a,71a3a2af9bb30eb3,llp asn 
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv22010,51e7fe77430f9a9f,r uund  
5966 202,63c0770d9ab1237e,pn  aed 
2 31 417,f9c8ec81267f81e0, pnn n  
 Q Ye B ,e505f200fe01e45e,radxitte
Y  Lin X,d61a5c5f8c5fdf81,hsineu w
 Ren Cro,27a310c8f8cad9f8,e t  ic 
ssfit A ,f0260cf387b9eb6f,d l33 n2
fewshot ,00fe642ae91840cf,in htata
learning,ce30989facd23da4,t k iee4
 challen,4a238d98fe2463c4, onn sac
ge for c,60e12ef47d2cb62a,pp rn  a
rosstask,ce21766448c60e1e,e s3 o n
 general,cc52733e3534193d, general
ization ,288f3727b08c501a,ization 
in nlp a,6c020af12dee8d5f,lasa 8n 
rXiv pre,b442912c7ea16cb0,rXiv pre
print ar,5d89da8458cf2855,print ar
Xiv21040,38d59b4e7eafe712,nd bnecr
8835 202,0e419c9a01d25e3a,onaercst
1 31 418,31573a6764214701, fmoo7  
 V  Arib,12b3b5acbf239ac4,oor  aii
andi Y  ,0a76408b1b559aea,i opit f
Tay T Sc,6d512ece478e964e,thoptf s
huster J,1677b9775a057ee7,  rmn   
 Rao H S,3802836615d1b259,  attiin
 Zheng S,0623efd057b93f1c,ro eaaee
 V  Meht,04840a4898361bec, e ee tt
a H Zhua,27cf6eac3e9f67b7,q  el ah
ng V  Q ,374813a179ee15a6,Aare  ha
Tran D B,fce4164ee47a5272,a Indndn
ahri J N,0f67a24ddaf2e552, dffo ao
i et al ,5e88a089e50a4bc5,iHes  7o
Ext5 Tow,d4c2e2580cb57aad,c Srppti
ards ext,bdf3497160f27de3,omeee t 
reme mul,38294bb18d953900,0tyc loo
titask s,7f13805ab9915e6f,aaH e v 
caling f,d4c90e65def1b466, i 4aoh 
or trans,c619224f307a00f4,e gOo r 
fer lear,31089e6f0e186851,e ooo  e
ning arX,d5e87584ea6ef857, yheecse
iv prepr,6f06d4b158765c3f,iv prepr
int arXi,c0f80be77a060c1d,int arXi
v2111109,09be56813e886b60,ofttonn 
52 2021 ,4bf4654eee0e2622,Kr   lsa
31 419 A,aff282dc97669688,aod    a
 William,c6f17997bae045c3,nar  aps
s N Nang,5ca5d51aab9c1b8e, ua   oe
ia S Bow,f0a0e64de74311ae, tetistl
man A br,d4b8c5b58865b41c,  illen 
oadcover,b55600f7533a9bc1,2n 8 9g 
age chal,894f67064a0966db,eereI  o
lenge co,11c917937c593c24,reu w  e
r pus fo,3314c3f625960bfa,aaat Nat
r senten,ce678a4926b2e401,trr  n t
ce under,aa48d7efb8e018dd,ii   tah
standing,68b46977911cd0c3,a s fe v
 through,a55583bda75120be,mr tteen
 inferen,702b0c6291e28a3a,eaeP rds
ce in Pr,d2e70bf3e9856636,  theeem
oceeding,e382cf4cb2b81761,ed oitat
s of the,bd8776081a280749,0  hcten
 2018 Co,6aec8184a1783570, cse   m
nference,e00449c733ec22a2,mrmttth 
 of the ,938fe6e4acd64d3e, of the 
North Am,1f8b537f672ae339,ioiv nfo
erican C,9237e008b7748caf,crhmpitn
hapter o,f1dc197e2c07b2fa,e 3 5moa
f the As,5e7ad080828f7708,er stkrw
soci ati,b9582e6e2c105e98,eu oi  e
on for C,af5f2b1bcc416c82, neer rr
omputati,ee80d219780bf2db,omputati
onal Lin,05b911c6370cab1c,ieaas e 
guistics,6d776fd131b01313,ni nisn 
 Human L,f821e927c23a1bea,ar  atie
anguage ,5909d671c67a60e6,ouu e t 
Technolo,589e4e7939961bee,p Mltnnd
gies V o,e2492ad08fc081b8, c nto o
lume 1 L,cca7712024b7112c,eerlettr
ong Pape,2f7a9532fdef3846, ooown d
rs Assoc,d43b9312e3ca529d,eoe aesa
iation f,5af02c193a6e999a,n roedja
or Compu,46ba4ba30f0b28b4,seeestsi
tational,763794c75eea3cae,l seehvv
 Linguis,784fe50315871b81,nmmint y
tics New,6e71bcbacf1d90f1,ain aorg
